iter	RMSE
141	16.37053107
142	16.34989202
143	16.33168843
144	16.30773062
145	16.27596802
146	16.25687966
147	16.23760131
148	16.20364893
149	16.17795304
150	16.15599126
151	16.13586917
152	16.11684143
153	16.09815313
154	16.07451957
155	16.05562962
156	16.03627353
157	16.01219013
158	15.99484887
159	15.96883475
160	15.95051984
161	15.93016978
162	15.91110169
163	15.89406478
164	15.86180871
165	15.8440178
166	15.82668158
167	15.80842116
168	15.79192512
169	15.75968224
170	15.73791303
171	15.71635758
172	15.70028224
173	15.67449686
174	15.65608205
175	15.63955102
176	15.62345261
177	15.6068172
178	15.59078421
179	15.56261184
180	15.53348158
181	15.50612686
182	15.48031467
183	15.45206542
184	15.41853111
185	15.40313784
186	15.38265405
187	15.35578444
188	15.32517079
189	15.3090457
190	15.26898762
191	15.25190476
192	15.2363727
193	15.19252319
194	15.17647882
195	15.15942058
196	15.14374842
197	15.12844214
198	15.10045204
199	15.0847397
200	15.07009699
201	15.05483694
202	15.02845
203	15.00656895
204	14.99203186
205	14.96597843
206	14.94000943
207	14.92416215
208	14.90785997
209	14.86857807
210	14.85195582
211	14.8239496
212	14.7896109
213	14.77074515
214	14.75528618
215	14.73337044
216	14.71948542
217	14.70365657
218	14.67975743
219	14.66601617
220	14.65236178
221	14.63865128
222	14.62223887
223	14.59809379
224	14.57725072
225	14.56273731
226	14.54577558
227	14.51644118
228	14.50031344
229	14.48258352
230	14.4544434
231	14.43690121
232	14.42366006
233	14.39081219
234	14.37596838
235	14.36297437
236	14.34704113
237	14.332891
238	14.31315603
239	14.30021124
240	14.28637528
241	14.27298469
242	14.24886861
243	14.23663633
244	14.20597226
245	14.19389263
246	14.17689126
247	14.16356946
248	14.14659681
249	14.12062139
250	14.10728887
251	14.07827641
252	14.06513302
253	14.04961929
254	14.03536744
255	14.012489
256	13.99529596
257	13.98313464
258	13.97066968
259	13.94962816
260	13.9366713
261	13.92219149
262	13.90666116
263	13.89464091
264	13.88299419
265	13.85558184
266	13.83382006
267	13.80545618
268	13.79390126
269	13.77743799
270	13.76572563
271	13.75068268
272	13.73769938
273	13.72506652
274	13.71359947
275	13.69837193
276	13.6858044
277	13.67381164
278	13.65302006
279	13.64207266
280	13.62329107
281	13.61198777
282	13.59831989
283	13.57949469
284	13.54845011
285	13.52906313
286	13.50559592
287	13.49333899
288	13.48244722
289	13.46745237
290	13.44439727
291	13.43244871
292	13.42164959
293	13.39907843
294	13.38599221
295	13.37503043
296	13.36364612
297	13.35172935
298	13.33665562
299	13.32645241
300	13.30205497
301	13.29167709
302	13.26758271
303	13.25598296
304	13.2455424
305	13.21277777
306	13.20033146
307	13.18552653
308	13.17548942
309	13.16382755
310	13.1530736
311	13.14247776
312	13.12763727
313	13.10019453
314	13.08929135
315	13.07508189
316	13.05961785
317	13.04120407
318	13.03072632
319	13.02085265
320	13.00728286
321	12.99675177
322	12.98664439
323	12.9760134
324	12.96636552
325	12.94610315
326	12.93537287
327	12.91209669
328	12.90034509
329	12.877358
330	12.86593884
331	12.84064785
332	12.83107221
333	12.81183433
334	12.79993964
335	12.79065027
336	12.78024727
337	12.76956936
338	12.76013325
339	12.74987659
340	12.73840498
341	12.72738568
342	12.71587789
343	12.70445625
344	12.69460295
345	12.67331591
346	12.66327429
347	12.65403973
348	12.64354778
349	12.62985997
350	12.61935651
351	12.61033802
352	12.59884083
353	12.58973308
354	12.56871941
355	12.55986065
356	12.5474398
357	12.53198863
358	12.5108751
359	12.49698814
360	12.4872433
361	12.4785323
362	12.46959063
363	12.45711729
364	12.44070998
365	12.41884588
366	12.41000315
367	12.40136107
368	12.38998565
369	12.38129978
370	12.36901819
371	12.35995376
372	12.33975041
373	12.3294918
374	12.32074547
375	12.30284862
376	12.29394649
377	12.28547349
378	12.27601472
379	12.26487226
380	12.2399442
381	12.226741
382	12.21822389
383	12.19748814
384	12.17949792
385	12.16988701
386	12.16028114
387	12.15018902
388	12.14167148
389	12.12990824
390	12.12051907
391	12.11044121
392	12.10218969
393	12.08247914
394	12.05724642
395	12.0455953
396	12.0348589
397	12.02696531
398	12.01543149
399	11.99685556
400	11.98862228
401	11.96843443
402	11.96031279
403	11.94999473
404	11.94107433
405	11.93106215
406	11.91683469
407	11.90806699
408	11.89961538
409	11.89189595
410	11.87118172
411	11.85991626
412	11.85156003
413	11.8190306
414	11.81061972
415	11.8031213
416	11.79398665
417	11.78434963
418	11.77599866
419	11.76750131
420	11.7590822
421	11.74641655
422	11.73874146
423	11.72737086
424	11.71981724
425	11.69736511
426	11.68867189
427	11.67246166
428	11.66359184
429	11.65496536
430	11.64501048
431	11.63633152
432	11.62609446
433	11.60104893
434	11.59098932
435	11.57695077
436	11.56746685
437	11.55978021
438	11.54617113
439	11.53817417
440	11.51765414
441	11.50929964
442	11.4976911
443	11.48979359
444	11.47977706
445	11.47208696
446	11.46308142
447	11.4541384
448	11.44395924
449	11.42682385
450	11.41963075
451	11.41260443
452	11.400498
453	11.38067359
454	11.37310603
455	11.36406278
456	11.35511969
457	11.34563323
458	11.33714964
459	11.328978
460	11.32195945
461	11.30609983
462	11.29773165
463	11.28828512
464	11.27960677
465	11.27274522
466	11.26329947
467	11.25591461
468	11.24089454
469	11.23345182
470	11.21331747
471	11.20639275
472	11.19972386
473	11.18001495
474	11.17005606
475	11.16168131
476	11.15204009
477	11.14067101
478	11.13402643
479	11.12621703
480	11.11667462
481	11.1087919
482	11.10177297
483	11.09225277
484	11.07546559
485	11.06833914
486	11.05991649
487	11.0533684
488	11.03849971
489	11.03094341
490	11.01874767
491	11.00940385
492	11.00130377
493	10.99246409
494	10.97923463
495	10.97265707
496	10.96293469
497	10.95648107
498	10.94440537
499	10.93180392
500	10.92414342
501	10.91590154
502	10.90796888
503	10.90063841
504	10.88570703
505	10.87422806
506	10.867096
507	10.86064176
508	10.85351784
509	10.84374693
510	10.83636079
511	10.81214909
512	10.79482595
513	10.78782011
514	10.77307179
515	10.76010638
516	10.75363654
517	10.74650938
518	10.7399379
519	10.73355853
520	10.72248669
521	10.70773454
522	10.6996133
523	10.68233034
524	10.6754514
525	10.66916524
526	10.64354732
527	10.6361379
528	10.62843561
529	10.61984987
530	10.60794123
531	10.58913006
532	10.58255455
533	10.57530195
534	10.56802079
535	10.5558924
536	10.54816752
537	10.53265519
538	10.52444908
539	10.5159853
540	10.50935065
541	10.49817397
542	10.49114722
543	10.48400076
544	10.47752534
545	10.46317271
546	10.45506605
547	10.44899118
548	10.43330692
549	10.42690906
550	10.41840442
551	10.41258509
552	10.40378494
553	10.39795598
554	10.39163722
555	10.38579624
556	10.37218219
557	10.36272993
558	10.35581629
559	10.3498673
560	10.34076543
561	10.33508938
562	10.32888239
563	10.31944298
564	10.30180711
565	10.29580289
566	10.28878625
567	10.28303105
568	10.27726646
569	10.27053735
570	10.25326812
571	10.24128067
572	10.23547564
573	10.22890507
574	10.22219741
575	10.21085877
576	10.19664144
577	10.1900248
578	10.17502258
579	10.16953824
580	10.15900759
581	10.14747237
582	10.1348016
583	10.11968004
584	10.10482084
585	10.08375754
586	10.07702319
587	10.05994575
588	10.05388877
589	10.0482372
590	10.04140033
591	10.0307363
592	10.0243056
593	10.01207578
594	10.00299436
595	9.995879521
596	9.98960933
597	9.982798263
598	9.974871751
599	9.962640156
600	9.944757063
601	9.938526848
602	9.932636992
603	9.920824794
604	9.91453298
605	9.901090032
606	9.894820933
607	9.881375755
608	9.868043057
609	9.862126046
610	9.855743191
611	9.849374015
612	9.843079738
613	9.837866727
614	9.829131727
615	9.823563687
616	9.8130513
617	9.807450183
618	9.801236932
619	9.787066272
620	9.767290439
621	9.76185454
622	9.750833396
623	9.741667879
624	9.73460989
625	9.722204575
626	9.710395951
627	9.703042521
628	9.69003143
629	9.684178563
630	9.678124574
631	9.671022178
632	9.659607384
633	9.654144596
634	9.645833083
635	9.639351752
636	9.633782901
637	9.628127156
638	9.621697245
639	9.616753886
640	9.600096051
641	9.593211999
642	9.579769769
643	9.564742485
644	9.558861498
645	9.534661519
646	9.528877656
647	9.523209277
648	9.514606222
649	9.501093975
650	9.496161652
651	9.489091155
652	9.480017434
653	9.474690231
654	9.468991548
655	9.460277521
656	9.449895307
657	9.444492256
658	9.43447722
659	9.416684886
660	9.407936349
661	9.398232644
662	9.39257258
663	9.38160656
664	9.376467706
665	9.370218276
666	9.364062031
667	9.357902388
668	9.351944842
669	9.339756826
670	9.33184794
671	9.324601923
672	9.313588608
673	9.308053142
674	9.302710548
675	9.297774765
676	9.289935145
677	9.284797316
678	9.278456909
679	9.2681569
680	9.262509751
681	9.257358228
682	9.25177975
683	9.243431304
684	9.237322148
685	9.232318315
686	9.2268059
687	9.216838555
688	9.206059235
689	9.198975694
690	9.194089183
691	9.182198944
692	9.170179988
693	9.164978063
694	9.160087112
695	9.1429287
696	9.133603747
697	9.127106611
698	9.118435529
699	9.11349078
700	9.103405929
701	9.097735556
702	9.09209763
703	9.086539274
704	9.081849238
705	9.07569733
706	9.070323577
707	9.064978864
708	9.056873765
709	9.052230342
710	9.047398974
711	9.042781331
712	9.037760675
713	9.033436949
714	9.029135691
715	9.023094275
716	9.01056077
717	9.005744641
718	8.996472186
719	8.989172427
720	8.984613668
721	8.979171416
722	8.967488728
723	8.962658975
724	8.947213113
725	8.941790804
726	8.936879253
727	8.92687168
728	8.922377171
729	8.91534082
730	8.910838156
731	8.900474633
732	8.896068628
733	8.891428164
734	8.886987192
735	8.881471966
736	8.86668283
737	8.850733276
738	8.844858965
739	8.840400578
740	8.835047632
741	8.817325919
742	8.812451927
743	8.807045994
744	8.802120852
745	8.785045768
746	8.779333393
747	8.774618021
748	8.769549623
749	8.760976387
750	8.756707674
751	8.748341754
752	8.739385673
753	8.734838096
754	8.729971352
755	8.720537551
756	8.716066493
757	8.704753445
758	8.700609729
759	8.696201364
760	8.6909949
761	8.683197241
762	8.678129945
763	8.669952197
764	8.663652244
765	8.659576486
766	8.648288446
767	8.643237836
768	8.638507168
769	8.634469904
770	8.630395485
771	8.622680586
772	8.618301315
773	8.60452735
774	8.594774092
775	8.590845054
776	8.585995217
777	8.575534011
778	8.568668924
779	8.563737616
780	8.556938893
781	8.547150703
782	8.542421047
783	8.537762857
784	8.533734658
785	8.523681298
786	8.516027873
787	8.510324633
788	8.505991864
789	8.501628354
790	8.497143295
791	8.488962569
792	8.481328775
793	8.476742695
794	8.471230506
795	8.466892381
796	8.457005558
797	8.452990144
798	8.448713584
799	8.442654815
800	8.437646532
801	8.431583014
802	8.420217201
803	8.414485486
804	8.409922295
805	8.397392631
806	8.390721507
807	8.382442375
808	8.372482918
809	8.365927331
810	8.360518195
811	8.356464248
812	8.352374102
813	8.34194861
814	8.337850915
815	8.330003688
816	8.324444374
817	8.320599522
818	8.308139758
819	8.303855708
820	8.29808601
821	8.285872523
822	8.279400325
823	8.262208607
824	8.253678325
825	8.249947406
826	8.242673972
827	8.233685856
828	8.229999559
829	8.226209906
830	8.22214927
831	8.215172684
832	8.210032871
833	8.205475893
834	8.201155517
835	8.197029868
836	8.188938986
837	8.174337886
838	8.167385328
839	8.158352536
840	8.15282871
841	8.147232321
842	8.140298375
843	8.135570478
844	8.127225549
845	8.118651786
846	8.114767875
847	8.1105368
848	8.104434736
849	8.093185962
850	8.081715629
851	8.074594
852	8.069714138
853	8.065652124
854	8.061666455
855	8.053976041
856	8.047813542
857	8.042400091
858	8.03603902
859	8.02473198
860	8.0184064
861	8.014227572
862	8.009840659
863	8.001930505
864	7.998123675
865	7.994329829
866	7.990016105
867	7.982200947
868	7.978125655
869	7.972097846
870	7.967126384
871	7.962768861
872	7.956763389
873	7.949790999
874	7.945166292
875	7.934753357
876	7.930800604
877	7.926284993
878	7.922031415
879	7.913180306
880	7.908346222
881	7.904629191
882	7.90033033
883	7.888766888
884	7.877215339
885	7.873150663
886	7.866571351
887	7.862405762
888	7.857984276
889	7.854478943
890	7.850774831
891	7.846445679
892	7.838137552
893	7.829904972
894	7.826384134
895	7.821084901
896	7.816466818
897	7.807634766
898	7.803482477
899	7.798692486
900	7.794441383
901	7.788566111
902	7.775352087
903	7.771089595
904	7.767660876
905	7.752691791
906	7.742223928
907	7.735368131
908	7.730902872
909	7.725626281
910	7.72159433
911	7.717917497
912	7.70801726
913	7.704113965
914	7.698518904
915	7.694204219
916	7.686505108
917	7.682234069
918	7.671255118
919	7.666952419
920	7.65989812
921	7.656051821
922	7.651496947
923	7.642119235
924	7.637372789
925	7.633754368
926	7.62651768
927	7.61970735
928	7.604256523
929	7.600262555
930	7.596217822
931	7.588563177
932	7.585175383
933	7.568692197
934	7.564398797
935	7.558839558
936	7.545663992
937	7.53702751
938	7.531495411
939	7.527747478
940	7.523973679
941	7.515770453
942	7.508029804
943	7.500196361
944	7.492715255
945	7.488653144
946	7.485260806
947	7.475859068
948	7.472303297
949	7.46736608
950	7.460048404
951	7.453082226
952	7.447902508
953	7.441475126
954	7.437630913
955	7.4280206
956	7.423821448
957	7.417471547
958	7.413665638
959	7.408416827
960	7.405193751
961	7.397179929
962	7.392687242
963	7.389596467
964	7.385875565
965	7.382455966
966	7.375471384
967	7.37200828
968	7.368203727
969	7.363139658
970	7.358640369
971	7.355180105
972	7.351246784
973	7.347707904
974	7.341983162
975	7.338184251
976	7.332123906
977	7.328167851
978	7.323664404
979	7.320580637
980	7.31101697
981	7.304401283
982	7.301234286
983	7.292500507
984	7.289432787
985	7.280514128
986	7.277152097
987	7.268896034
988	7.261466985
989	7.258405689
990	7.254682374
991	7.24826717
992	7.240450764
993	7.236118292
994	7.2242476
995	7.218566207
996	7.211740329
997	7.208102535
998	7.199917959
999	7.189944164
